Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
artificial intelligence,OpenAIRE,mathematics,OpenAlex,0.5312505345747508,28362,46877,13930,0.2272097081994487
computer science,OpenAIRE,mathematics,OpenAlex,0.7486759063068048,35271,46877,15546,0.2334164139215038
biology,OpenAIRE,gene,OpenAlex,0.4150401839209416,7261,8598,3425,0.2754543992279234
genetics,OpenAIRE,gene,OpenAlex,0.655035911670675,3057,8598,2258,0.2402894540810897
developmental biology,OpenAIRE,genetics,OpenAlex,0.8320985748213492,9424,5799,2595,0.2054957237884067
biology,OpenAIRE,genetics,OpenAlex,0.8202186941629346,7261,5799,3643,0.3868535627057449
mathematics,OpenAIRE,statistics,OpenAlex,0.5762905395732861,18266,17024,6264,0.2158065182939433
multiple sequence alignment,OpenAIRE,peptide sequence,OpenAlex,0.7739009494836303,123,326,105,0.3052325581395348
amino acid sequence,OpenAIRE,peptide sequence,OpenAlex,0.8046650063121249,352,326,117,0.2085561497326203
sequence alignment,OpenAIRE,peptide sequence,OpenAlex,0.805008242113387,391,326,168,0.3060109289617486
constant (mathematics),OpenAIRE,constant (computer programming),OpenAlex,0.9627891162489256,258,383,149,0.3028455284552845
psychology,OpenAIRE,psychology,OpenAlex,0.6744615937991318,15018,27891,14244,0.4969126111983254
humans,OpenAIRE,psychology,OpenAlex,0.3963452826205165,18454,27891,10008,0.2754217464292594
social sciences,OpenAIRE,psychology,OpenAlex,0.7303397909770625,18175,27891,10274,0.2870473848904783
psychology and cognitive sciences,OpenAIRE,psychology,OpenAlex,0.8392580596394414,7582,27891,6485,0.2237132606595832
social psychology,OpenAIRE,psychology,OpenAlex,0.8011338853981462,6156,27891,5746,0.2030316949931097
psychology,OpenAIRE,social psychology,OpenAlex,0.8011338853981462,15018,8919,5419,0.2926341937574252
control theory,OpenAIRE,control (management),OpenAlex,0.3037947843606735,6577,12278,6089,0.4769700767664108
engineering,OpenAIRE,control (management),OpenAlex,0.3309886115582778,8149,12278,3956,0.2401797097929694
electrical and electronic engineering,OpenAIRE,control (management),OpenAlex,0.3809283454914809,10834,12278,4687,0.25438263229308
control and systems engineering,OpenAIRE,control (management),OpenAlex,0.4041524237616669,5885,12278,3380,0.228641006561591
value (ethics),OpenAIRE,value (mathematics),OpenAlex,0.9823218296267796,444,1258,300,0.2139800285306704
experimental psychology,OpenAIRE,cognitive psychology,OpenAlex,0.9037353909544136,4608,8378,2512,0.2398319648653809
psychology,OpenAIRE,cognitive psychology,OpenAlex,0.912697110652914,15018,8378,6440,0.3798065581505072
psychology and cognitive sciences,OpenAIRE,cognitive psychology,OpenAlex,0.8976534538123353,7582,8378,3097,0.2407680945347119
experimental and cognitive psychology,OpenAIRE,cognitive psychology,OpenAlex,0.8953826421471518,3240,8378,2085,0.2187139410468897
cognition,OpenAIRE,cognitive psychology,OpenAlex,0.9344322503642192,3641,8378,2431,0.2535460992907801
humans,OpenAIRE,neuroscience,OpenAlex,0.3963452826205165,18454,12903,6314,0.2521263426905722
neurology neurosurgery,OpenAIRE,neuroscience,OpenAlex,0.3086549848974149,5805,12903,3307,0.2147263164729563
psychology,OpenAIRE,neuroscience,OpenAlex,1.0000000315662831,15018,12903,6963,0.3322359003721729
business management,OpenAIRE,business,OpenAlex,0.9021108014169308,4564,8525,2803,0.2725063192689091
economics and business,OpenAIRE,business,OpenAlex,0.8179085372478633,8667,8525,3724,0.2765072765072765
business management,OpenAIRE,business,OpenAlex,0.5051385913265363,4564,8525,2803,0.2725063192689091
marketing,OpenAIRE,business,OpenAlex,0.7651258677085938,4405,8525,2898,0.2888755980861244
condorcet's jury theorem,OpenAIRE,jury,OpenAlex,0.5829376299509844,8,8,5,0.4545454545454545
abstraction (linguistics),OpenAIRE,abstraction,OpenAlex,0.3917186749758468,133,249,103,0.3691756272401433
representation (mathematics),OpenAIRE,representation (politics),OpenAlex,0.9804570647155656,935,2856,700,0.2264639275315431
object (computer science),OpenAIRE,object (grammar),OpenAlex,0.9412235307794352,838,3167,719,0.2188070602556299
contrast transfer function,OpenAIRE,spherical aberration,OpenAlex,0.7468498888991875,12,19,9,0.4090909090909091
psychology,OpenAIRE,cognition,OpenAlex,0.7073213604074343,15018,5218,3934,0.2413200834253465
cognitive psychology,OpenAIRE,cognition,OpenAlex,0.9344322503642192,4062,5218,1927,0.2620699034407724
electromagnetic interference,OpenAIRE,electromagnetic compatibility,OpenAlex,0.8903107367267787,21,9,6,0.25
handwriting recognition,OpenAIRE,intelligent character recognition,OpenAlex,0.823479718651121,63,25,16,0.2222222222222222
intelligent character recognition,OpenAIRE,handwriting recognition,OpenAlex,0.823479718651121,31,43,13,0.2131147540983606
handwriting recognition,OpenAIRE,handwriting,OpenAlex,0.8987180847090396,63,92,29,0.2301587301587301
graph (abstract data type),OpenAIRE,graph,OpenAlex,0.520749627603478,493,1409,367,0.2390879478827361
energy,OpenAIRE,voltage,OpenAlex,0.4812028885883258,2594,2165,849,0.2171355498721227
electric power distribution electrical grid distributed generation,OpenAIRE,voltage,OpenAlex,0.5140734348513621,1155,2165,649,0.2429801572444777
particle swarm optimization,OpenAIRE,multi-swarm optimization,OpenAlex,0.644433345877279,407,158,111,0.2444933920704846
lossless jpeg,OpenAIRE,jpeg,OpenAlex,0.9284081434562528,23,95,20,0.2040816326530612
artificial intelligence,OpenAIRE,computer vision,OpenAlex,0.7091882296432057,28362,11493,7906,0.2474568844095276
transform coding,OpenAIRE,discrete cosine transform,OpenAlex,0.571489825232289,139,177,65,0.2589641434262948
phylogeny,OpenAIRE,phylogenetic tree,OpenAlex,0.4836583479619927,518,477,276,0.3838664812239221
phylogenetics,OpenAIRE,phylogenetic tree,OpenAlex,0.6573630448817155,275,477,182,0.3192982456140351
phylogenetic tree,OpenAIRE,phylogenetics,OpenAlex,0.6573630448817155,308,418,139,0.2367972742759795
phylogeny,OpenAIRE,phylogenetics,OpenAlex,0.4950384304357722,518,418,172,0.225130890052356
divergence (statistics),OpenAIRE,divergence (linguistics),OpenAlex,0.986322985885565,93,256,73,0.2644927536231884
biology,OpenAIRE,evolutionary biology,OpenAlex,0.9399967557069244,7261,5473,2534,0.2484313725490196
appetite regulation,OpenAIRE,appetite,OpenAlex,0.681951574390699,7,6,5,0.625
gene regulatory networks,OpenAIRE,gene regulatory network,OpenAlex,0.9902705047332088,81,103,32,0.2105263157894736
interface (computing),OpenAIRE,interface (matter),OpenAlex,0.974554316070475,172,423,102,0.2068965517241379
oligonucleotide array sequence analysis,OpenAIRE,gene expression,OpenAlex,0.7576934424986914,266,509,137,0.2147335423197492
gene expression profiling,OpenAIRE,gene expression,OpenAlex,0.9588905005122984,361,509,161,0.2270803949224259
random effects model,OpenAIRE,meta-analysis,OpenAlex,0.5889846168038138,101,136,47,0.2473684210526315
clinical medicine,OpenAIRE,medicine,OpenAlex,0.8842588104052144,11728,13454,4874,0.2400039393342525
medical and health sciences,OpenAIRE,medicine,OpenAlex,0.7141427960817257,20359,13454,5923,0.2123700250986016
developmental psychopathology,OpenAIRE,psychopathology,OpenAlex,0.8991060001857537,50,154,41,0.2515337423312883
psychiatry and mental health,OpenAIRE,clinical psychology,OpenAlex,0.7557238759364269,1009,1320,409,0.2130208333333333
context (language use),OpenAIRE,context (archaeology),OpenAlex,0.9030110254668426,3615,5198,3051,0.5295036445678584
path (graph theory),OpenAIRE,path (computing),OpenAlex,0.9501236039725224,296,590,207,0.304860088365243
segmentation,OpenAIRE,image segmentation,OpenAlex,0.8308392766193361,1752,1328,802,0.3520632133450395
multiple comparisons problem,OpenAIRE,false discovery rate,OpenAlex,0.5814741418836884,83,84,37,0.2846153846153846
false discovery rate,OpenAIRE,multiple comparisons problem,OpenAlex,0.5814741418836884,77,86,44,0.3697478991596639
genetics,OpenAIRE,genome,OpenAlex,0.6270885391159152,3057,949,688,0.2073538276069921
genomics,OpenAIRE,genome,OpenAlex,0.6270885391159152,484,949,256,0.2175021240441801
protocol (object-oriented programming),OpenAIRE,protocol (science),OpenAlex,0.8917590429252593,104,264,63,0.2065573770491803
multi-swarm optimization,OpenAIRE,particle swarm optimization,OpenAlex,0.644433345877279,164,544,138,0.2421052631578947
benchmark (computing),OpenAIRE,benchmark (surveying),OpenAlex,0.9708058116765804,857,1575,728,0.4272300469483568
control theory,OpenAIRE,nonlinear system,OpenAlex,0.6955748486598073,6577,4160,2112,0.2448695652173913
swarm intelligence,OpenAIRE,swarm behaviour,OpenAlex,0.774897143514777,154,200,66,0.2291666666666666
perfusion,OpenAIRE,perfusion scanning,OpenAlex,0.9003366889300303,35,12,8,0.2051282051282051
field (computer science),OpenAIRE,field (mathematics),OpenAlex,0.9649903451173206,1490,3411,1058,0.2753057507155868
rna transfer,OpenAIRE,transfer rna,OpenAlex,0.8678328088289127,21,10,9,0.4090909090909091
business management,OpenAIRE,knowledge management,OpenAlex,0.8772218573316984,4564,3313,1425,0.2208617482951023
business management,OpenAIRE,knowledge management,OpenAlex,0.493979795480599,4564,3313,1425,0.2208617482951023
biology,OpenAIRE,selection (genetic algorithm),OpenAlex,0.3369721405341506,7261,6819,2880,0.2571428571428571
convergence (routing),OpenAIRE,convergence (economics),OpenAlex,0.9743841845189588,586,1297,457,0.320476858345021
process (engineering),OpenAIRE,process (computing),OpenAlex,0.9873242779792394,2408,5411,1792,0.29732868757259
mediation (statistics),OpenAIRE,mediation,OpenAlex,0.4051366433486973,42,110,33,0.2773109243697479
operator (computer programming),OpenAIRE,operator (biology),OpenAlex,0.9584634161643516,290,488,205,0.3577661431064572
canny edge detector,OpenAIRE,image gradient,OpenAlex,0.6008871844948117,34,30,11,0.2075471698113207
canny edge detector,OpenAIRE,deriche edge detector,OpenAlex,0.9418579089131276,34,19,16,0.4324324324324324
word (computer architecture),OpenAIRE,word (group theory),OpenAlex,0.9381192977532052,428,1010,327,0.2943294329432943
human-computer interaction,OpenAIRE,human-computer interaction,OpenAlex,0.7633270138065892,2707,3008,1212,0.2691538974017322
polymorphism single nucleotide,OpenAIRE,genotype,OpenAlex,0.8004237215412908,179,364,96,0.2147651006711409
education,OpenAIRE,population,OpenAlex,0.581628270119776,5938,3883,1841,0.2307017543859649
population,OpenAIRE,demography,OpenAlex,0.624707758656191,2348,3352,1467,0.3465627214741318
sample (statistics),OpenAIRE,sample (material),OpenAlex,0.981878685324178,630,1189,392,0.2747021723896286
covariance matrix,OpenAIRE,covariance,OpenAlex,0.8924730329832957,275,466,125,0.2029220779220779
extended kalman filter,OpenAIRE,kalman filter,OpenAlex,0.7961232620889567,250,760,234,0.3015463917525773
mathematics,OpenAIRE,mathematical analysis,OpenAlex,0.7658389802251167,18266,12464,5647,0.2251325599011282
invariant extended kalman filter,OpenAIRE,extended kalman filter,OpenAlex,0.9205430696664714,107,339,97,0.2779369627507163
kalman filter,OpenAIRE,extended kalman filter,OpenAlex,0.7961232620889567,505,339,219,0.3504
ensemble kalman filter,OpenAIRE,extended kalman filter,OpenAlex,0.7214199091574309,102,339,95,0.2745664739884393
cryptosystem,OpenAIRE,hybrid cryptosystem,OpenAlex,0.8158533926988805,27,7,7,0.2592592592592592
partition (database),OpenAIRE,partition (number theory),OpenAlex,0.9539630965339516,66,204,47,0.210762331838565
credit card,OpenAIRE,credit card fraud,OpenAlex,0.917039574949474,31,20,14,0.3783783783783784
feature (computer vision),OpenAIRE,feature (linguistics),OpenAlex,0.9564243062814228,1046,2851,756,0.2406876790830945
code (cryptography),OpenAIRE,code (set theory),OpenAlex,0.9305662040608672,260,597,157,0.2242857142857142
business,OpenAIRE,engineering,OpenAlex,0.5302945826091564,50194,22901,13486,0.2262410038752537
engineering and technology,OpenAIRE,engineering,OpenAlex,0.8677988369416931,29291,22901,9713,0.228654158525389
antimicrobial cationic peptides,OpenAIRE,antimicrobial,OpenAlex,0.7776543321231291,11,19,6,0.25
antimicrobial peptides,OpenAIRE,antimicrobial,OpenAlex,0.8468768055557144,9,19,7,0.3333333333333333
antibiotic resistance,OpenAIRE,antimicrobial,OpenAlex,0.8507089638188504,30,19,9,0.225
pascal (programming language),OpenAIRE,pascal (unit),OpenAlex,0.9360546214248844,99,153,89,0.5460122699386503
regularization (mathematics),OpenAIRE,regularization (linguistics),OpenAlex,0.9912354879505668,365,628,277,0.3868715083798882
convolution,OpenAIRE,convolution (computer science),OpenAlex,0.5070127975160097,272,390,175,0.3593429158110883
simple (abstract algebra),OpenAIRE,simple (philosophy),OpenAlex,0.9686822031034258,743,1966,499,0.2257918552036199
markov model,OpenAIRE,markov chain,OpenAlex,0.6932265246243563,233,672,163,0.2196765498652291
markov process,OpenAIRE,markov chain,OpenAlex,0.700574593481045,323,672,179,0.2193627450980392
event (computing),OpenAIRE,event (particle physics),OpenAlex,0.9680264813076142,223,519,156,0.2662116040955631
normalization (statistics),OpenAIRE,normalization (sociology),OpenAlex,0.9866380566786422,230,373,169,0.3894009216589861
normalization (image processing),OpenAIRE,normalization (sociology),OpenAlex,0.9439428622858356,90,373,78,0.2025974025974026
orientation (computer vision),OpenAIRE,orientation (vector space),OpenAlex,0.9481038030336312,463,841,325,0.3319713993871297
contrast (statistics),OpenAIRE,contrast (vision),OpenAlex,0.9753340042734115,709,2117,472,0.2005097706032285
pedestrian detection,OpenAIRE,pedestrian,OpenAlex,0.742272095516017,58,146,49,0.3161290322580645
superior colliculi,OpenAIRE,superior colliculus,OpenAlex,0.8829660342815074,33,23,16,0.4
lasso (statistics),OpenAIRE,lasso (programming language),OpenAlex,0.9543024020480222,96,124,74,0.5068493150684932
regression analysis,OpenAIRE,regression,OpenAlex,0.8969636650252784,818,705,264,0.2096902303415409
constraint (information theory),OpenAIRE,constraint (computer-aided design),OpenAlex,0.8953447801386162,295,701,241,0.319205298013245
tree (data structure),OpenAIRE,tree (set theory),OpenAlex,0.8840814698629617,306,628,218,0.3044692737430167
stability (probability),OpenAIRE,stability (learning theory),OpenAlex,0.9563519341247428,567,1643,410,0.2277777777777777
pest control,OpenAIRE,integrated pest management,OpenAlex,0.8530207564702805,24,15,10,0.3448275862068966
social spam,OpenAIRE,spambot,OpenAlex,0.7191773007968255,7,15,4,0.2222222222222222
email spam,OpenAIRE,spambot,OpenAlex,0.8629577826179236,10,15,5,0.25
forum spam,OpenAIRE,spambot,OpenAlex,0.8532028365815232,6,15,6,0.4
spambot,OpenAIRE,forum spam,OpenAlex,0.8532028365815232,11,9,5,0.3333333333333333
email spam,OpenAIRE,forum spam,OpenAlex,0.8109576779011064,10,9,5,0.3571428571428571
arthritis rheumatoid,OpenAIRE,rheumatoid arthritis,OpenAlex,0.7953652210269155,12,9,7,0.5
bayesian probability,OpenAIRE,bayesian inference,OpenAlex,0.940780664527346,1041,862,367,0.2389322916666666
wavelet transform,OpenAIRE,wavelet,OpenAlex,0.8143585237547277,623,1290,557,0.4107669616519174
wavelet packet decomposition,OpenAIRE,wavelet transform,OpenAlex,0.7913079773441907,225,833,185,0.2119129438717067
discrete wavelet transform,OpenAIRE,wavelet transform,OpenAlex,0.9609140119629656,279,833,231,0.2622020431328036
wavelet,OpenAIRE,wavelet transform,OpenAlex,0.8143585237547277,953,833,529,0.420843277645187
dataflow,OpenAIRE,dataflow architecture,OpenAlex,0.940006156446393,18,6,6,0.3333333333333333
wavelet transform,OpenAIRE,discrete wavelet transform,OpenAlex,0.9609140119629656,623,477,240,0.2790697674418604
wavelet,OpenAIRE,discrete wavelet transform,OpenAlex,0.7815481221676059,953,477,307,0.2733748886910062
ranking,OpenAIRE,ranking (information retrieval),OpenAlex,0.3320849104200637,506,861,426,0.4527098831030818
sampling (statistics),OpenAIRE,sampling (signal processing),OpenAlex,0.9519921159442286,459,722,298,0.3374858437146092
wilcoxon signed-rank test,OpenAIRE,mann-whitney u test,OpenAlex,0.3485801460170758,27,38,20,0.4444444444444444
reinforcement psychology,OpenAIRE,reinforcement,OpenAlex,0.72923905866526,170,247,72,0.208695652173913
identification (information),OpenAIRE,identification (biology),OpenAlex,0.9738769714436636,1067,1842,781,0.3670112781954887
convex optimization,OpenAIRE,regular polygon,OpenAlex,0.7393169287874704,215,465,141,0.261595547309833
overhead (computing),OpenAIRE,overhead (engineering),OpenAlex,0.986526699853988,92,158,63,0.3368983957219251
adaptive neuro fuzzy inference system,OpenAIRE,fuzzy control system,OpenAlex,0.8452678522055996,214,542,171,0.2923076923076923
fuzzy classification,OpenAIRE,fuzzy logic,OpenAlex,0.7129352099030535,577,2579,566,0.2185328185328185
fuzzy number,OpenAIRE,fuzzy logic,OpenAlex,0.495781489953666,703,2579,697,0.26963249516441
fuzzy set,OpenAIRE,fuzzy logic,OpenAlex,0.4750436437325873,883,2579,818,0.3093797276853253
type- fuzzy sets and systems,OpenAIRE,fuzzy set operations,OpenAlex,0.717850261424734,332,383,181,0.3389513108614232
fuzzy classification,OpenAIRE,fuzzy set operations,OpenAlex,0.5998958820948286,577,383,277,0.4055636896046852
fuzzy number,OpenAIRE,fuzzy set operations,OpenAlex,0.496974567769317,703,383,292,0.3677581863979849
control theory,OpenAIRE,control engineering,OpenAlex,0.8153718556395029,6577,3238,2066,0.266615047102852
engineering,OpenAIRE,control theory (sociology),OpenAlex,0.3707200225462371,8149,8167,3271,0.2507474128018397
control and systems engineering,OpenAIRE,control theory (sociology),OpenAlex,0.4109713380443303,5885,8167,3058,0.2781517191195197
control theory,OpenAIRE,control theory (sociology),OpenAlex,0.443033309422342,6577,8167,5882,0.663732791694877
electrical and electronic engineering,OpenAIRE,control theory (sociology),OpenAlex,0.4018342405696717,10834,8167,4280,0.2907411181305618
protein secondary structure,OpenAIRE,protein structure prediction,OpenAlex,0.9424804357470136,97,106,34,0.2011834319526627
protein conformation,OpenAIRE,protein structure,OpenAlex,0.9129943133680676,320,260,115,0.2473118279569892
protein structure prediction,OpenAIRE,protein structure,OpenAlex,0.9618398168576696,85,260,59,0.2062937062937063
domain (software engineering),OpenAIRE,domain (mathematical analysis),OpenAlex,0.9646187962179,615,1385,459,0.2978585334198572
robotics,OpenAIRE,robot,OpenAlex,0.8529142285633976,1106,3011,860,0.26404666871354
robotics robots,OpenAIRE,robot,OpenAlex,0.4630986822104584,1071,3011,793,0.2411067193675889
robot,OpenAIRE,mobile robot,OpenAlex,0.8122778948587305,1495,985,488,0.2449799196787148
emission computed tomography,OpenAIRE,single-photon emission computed tomography,OpenAlex,0.8682720427248412,28,20,9,0.2307692307692307
tomography emission-computed single-photon,OpenAIRE,single-photon emission computed tomography,OpenAlex,0.9237103962148822,36,20,10,0.217391304347826
physics - physics and society,OpenAIRE,complex network,OpenAlex,0.6489099748949768,309,462,136,0.2141732283464567
general chemistry,OpenAIRE,nanotechnology,OpenAlex,0.5667634349309028,1980,1854,689,0.2190779014308426
materials science,OpenAIRE,nanotechnology,OpenAlex,0.7663450622050975,1989,1854,745,0.2404777275661717
degree (graph theory),OpenAIRE,degree (music),OpenAlex,0.9188483139195884,101,168,45,0.2008928571428571
topology,OpenAIRE,topology (electrical circuits),OpenAlex,0.3677036307511785,778,1383,414,0.2369776760160274
surgical training,OpenAIRE,surgical simulation,OpenAlex,0.8509459730958255,8,9,3,0.2142857142857142
backscatter,OpenAIRE,backscatter (email),OpenAlex,0.2543244387943068,39,24,17,0.3695652173913043
tracking (particle physics),OpenAIRE,tracking (education),OpenAlex,0.9505763408993172,442,924,343,0.335288367546432
spline (mathematics),OpenAIRE,spline (mechanical),OpenAlex,0.9872460536858064,73,67,32,0.2962962962962963
organizational learning,OpenAIRE,organizational learning,OpenAlex,0.8922034901838479,229,220,124,0.3815384615384615
implicit learning,OpenAIRE,explicit knowledge,OpenAlex,0.8791151575804498,54,38,17,0.2266666666666666
theme (narrative),OpenAIRE,theme (computing),OpenAlex,0.9781334825221883,50,121,33,0.2391304347826087
business management,OpenAIRE,marketing,OpenAlex,0.8288950357554337,4564,4205,1875,0.2719756309834639
economics and business,OpenAIRE,marketing,OpenAlex,0.738942526646174,8667,4205,2298,0.2173255154151692
translation (geometry),OpenAIRE,translation (biology),OpenAlex,0.982362608047349,139,346,104,0.2729658792650918
machine translation,OpenAIRE,messenger rna,OpenAlex,0.3463306409439404,177,361,100,0.228310502283105
metric (mathematics),OpenAIRE,metric (unit),OpenAlex,0.964636151529378,462,962,365,0.3446647780925401
pyramid (image processing),OpenAIRE,pyramid (geometry),OpenAlex,0.9466360789120374,86,123,62,0.4217687074829932
construct (philosophy),OpenAIRE,construct (python library),OpenAlex,0.9590375021285316,602,1299,505,0.3617478510028653
index (economics),OpenAIRE,index (typography),OpenAlex,0.9791095185492692,165,394,126,0.2909930715935335
hybrid genome assembly,OpenAIRE,reference genome,OpenAlex,0.8195375563179879,7,20,5,0.2272727272727272
social network,OpenAIRE,social network (sociolinguistics),OpenAlex,0.4239235291669366,349,255,166,0.3789954337899543
net (mathematics),OpenAIRE,net (polyhedron),OpenAlex,0.9857620582490662,30,44,14,0.2333333333333333
textual entailment,OpenAIRE,logical consequence,OpenAlex,0.6976340551342527,19,70,15,0.2027027027027027
competition (economics),OpenAIRE,competition (biology),OpenAlex,0.9835219623628524,243,471,171,0.3149171270718232
education,OpenAIRE,mathematics education,OpenAlex,0.4912949796360202,5938,2437,1547,0.2265670767428236
education,OpenAIRE,mathematics education,OpenAlex,0.9396347074306822,5938,2437,1547,0.2265670767428236
pedagogy,OpenAIRE,mathematics education,OpenAlex,0.741972897903584,977,2437,626,0.2245337159253945
truncation,OpenAIRE,truncation error,OpenAlex,0.7978583958504197,9,8,3,0.2142857142857142
reduction (complexity),OpenAIRE,reduction (mathematics),OpenAlex,0.9878901940548336,338,528,176,0.2550724637681159
microscopy,OpenAIRE,microscope,OpenAlex,0.6813596000737838,387,187,100,0.2109704641350211
scanning probe microscopy,OpenAIRE,scanning tunneling microscope,OpenAlex,0.808912260964386,34,35,13,0.2321428571428571
conductive atomic force microscopy,OpenAIRE,magnetic force microscope,OpenAlex,0.8653808119447285,27,27,13,0.3170731707317073
non-contact atomic force microscopy,OpenAIRE,magnetic force microscope,OpenAlex,0.7413932093401944,22,27,14,0.4
kelvin probe force microscope,OpenAIRE,magnetic force microscope,OpenAlex,0.8937933264577533,21,27,11,0.2972972972972973
electrostatic force microscope,OpenAIRE,magnetic force microscope,OpenAlex,0.9852881018925111,6,27,6,0.2222222222222222
conductive atomic force microscopy,OpenAIRE,atomic force microscopy,OpenAlex,0.9716914310117458,27,88,22,0.2365591397849462
resolution (electron density),OpenAIRE,resolution (logic),OpenAlex,0.948932585129338,448,1697,406,0.2334675100632547
kelvin probe force microscope,OpenAIRE,conductive atomic force microscopy,OpenAlex,0.8585897543871461,21,36,13,0.2954545454545454
non-contact atomic force microscopy,OpenAIRE,conductive atomic force microscopy,OpenAlex,0.7998456629609246,22,36,14,0.3181818181818182
conductive atomic force microscopy,OpenAIRE,non-contact atomic force microscopy,OpenAlex,0.7998456629609246,27,26,13,0.325
surface roughness,OpenAIRE,surface finish,OpenAlex,0.798388824036687,60,107,41,0.3253968253968254
electron tomography,OpenAIRE,scanning transmission electron microscopy,OpenAlex,0.9476149847340598,26,65,23,0.3382352941176471
force field (chemistry),OpenAIRE,force field (fiction),OpenAlex,0.9771571481532372,86,133,75,0.5208333333333334
molecular dynamics,OpenAIRE,computational chemistry,OpenAlex,0.8154186933496054,153,347,92,0.2254901960784313
variable (computer science),OpenAIRE,variable (mathematics),OpenAlex,0.9660251885282904,375,684,189,0.2172413793103448
open government,OpenAIRE,open data,OpenAlex,0.6891542360432175,6,14,5,0.3333333333333333
exome,OpenAIRE,exome sequencing,OpenAlex,0.9469750087192744,7,8,5,0.5
cluster (physics),OpenAIRE,cluster (spacecraft),OpenAlex,0.9789218329136518,157,350,111,0.2803030303030303
scale-space segmentation,OpenAIRE,segmentation-based object categorization,OpenAlex,0.8319870469185139,295,155,101,0.2893982808022922
segmentation-based object categorization,OpenAIRE,scale-space segmentation,OpenAlex,0.8319870469185139,208,252,120,0.3529411764705882
face (geometry),OpenAIRE,face (sociological concept),OpenAlex,0.9559466739735664,480,1005,359,0.3188277087033748
facial recognition system,OpenAIRE,face (sociological concept),OpenAlex,0.3411030594101822,647,1005,418,0.3387358184764992
projection (set theory),OpenAIRE,projection (relational algebra),OpenAlex,0.9407053356905026,222,495,169,0.3083941605839416
logic,OpenAIRE,fuzzy set,OpenAlex,0.3608846563023726,608,1142,297,0.2044046799724707
type- fuzzy sets and systems,OpenAIRE,fuzzy set,OpenAlex,0.5402898059403193,332,1142,301,0.2566069906223359
