Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
supply chain,OpenAIRE,supply chain management,OpenAlex,0.9378129257533871,382,365,240,0.4733727810650887
supply chain management,OpenAIRE,supply chain,OpenAlex,0.9378129257533871,298,540,252,0.4300341296928328
streamflow,OpenAIRE,drainage basin,OpenAlex,0.543310381095403,44,80,36,0.4090909090909091
bearing (mechanical),OpenAIRE,bearing (navigation),OpenAlex,0.9846014153794952,192,285,176,0.584717607973422
fault (power engineering),OpenAIRE,fault (geology),OpenAlex,0.9336759324568444,395,609,354,0.5446153846153846
keystroke dynamics,OpenAIRE,keystroke logging,OpenAlex,0.734204640412881,7,15,7,0.4666666666666667
acoustic doppler velocimetry,OpenAIRE,laser doppler velocimetry,OpenAlex,0.876862461936529,7,16,7,0.4375
sustainability,OpenAIRE,sustainability,OpenAlex,0.4248097100596728,516,464,330,0.5076923076923077
meiosis,OpenAIRE,chromosomal crossover,OpenAlex,0.8668258065983676,28,16,13,0.4193548387096774
chromosomal crossover,OpenAIRE,meiosis,OpenAlex,0.8668258065983676,18,26,13,0.4193548387096774
gender psychology,OpenAIRE,gender identity,OpenAlex,0.8739020597525498,12,12,8,0.5
homogenization (chemistry),OpenAIRE,homogenization (climate),OpenAlex,0.9713063715622324,16,16,13,0.6842105263157895
docking (molecular),OpenAIRE,docking (animal),OpenAlex,0.9758370465825692,67,62,57,0.7916666666666666
charismatic authority,OpenAIRE,charisma,OpenAlex,0.3260449216794484,8,10,7,0.6363636363636364
hamiltonian (quantum mechanics),OpenAIRE,hamiltonian (control theory),OpenAlex,0.9594034176482026,54,82,43,0.4623655913978494
neuromodulation (medicine),OpenAIRE,neuromodulation,OpenAlex,0.3987185097789491,7,12,6,0.4615384615384615
indentation,OpenAIRE,nanoindentation,OpenAlex,0.999999972021694,10,10,7,0.5384615384615384
video quality,OpenAIRE,subjective video quality,OpenAlex,0.9429475164537036,39,25,23,0.5609756097560976
watermark,OpenAIRE,digital watermarking,OpenAlex,0.5305057086791208,108,182,103,0.5508021390374331
digital watermarking,OpenAIRE,watermark,OpenAlex,0.5305057086791208,171,113,97,0.5187165775401069
container (abstract data type),OpenAIRE,container (type theory),OpenAlex,0.93897315072098,39,43,30,0.5769230769230769
slip (materials science),OpenAIRE,slip (aerodynamics),OpenAlex,0.946399707096812,44,72,35,0.4320987654320987
covid-,OpenAIRE,pandemic,OpenAlex,0.7690826557815332,175,137,94,0.4311926605504587
coronavirus disease (covid-),OpenAIRE,infectious disease (medical specialty),OpenAlex,0.9095527129376328,145,287,126,0.4117647058823529
concatenation,OpenAIRE,concatenation (mathematics),OpenAlex,0.5031426234293642,33,55,27,0.4426229508196721
histogram matching,OpenAIRE,image histogram,OpenAlex,0.8322859792677181,60,37,28,0.4057971014492754
profiling (information science),OpenAIRE,profiling (computer programming),OpenAlex,0.9618267221066176,52,77,40,0.449438202247191
color filter array,OpenAIRE,color gel,OpenAlex,0.6798440429773366,25,22,14,0.4242424242424242
second-generation wavelet transform,OpenAIRE,stationary wavelet transform,OpenAlex,0.7903160692958325,134,99,77,0.4935897435897436
protein sorting signals,OpenAIRE,signal peptide,OpenAlex,0.9067775153391432,23,18,13,0.4642857142857143
binocular rivalry,OpenAIRE,rivalry,OpenAlex,0.5966433841356271,27,28,16,0.4102564102564102
gait (human),OpenAIRE,gait,OpenAlex,0.2013295812526035,165,255,138,0.4893617021276595
grapheme-color synesthesia,OpenAIRE,synesthesia,OpenAlex,0.5427872506445571,8,6,5,0.5555555555555556
pulsar timing array,OpenAIRE,pulsar,OpenAlex,0.754198993531042,8,12,7,0.5384615384615384
millisecond pulsar,OpenAIRE,pulsar,OpenAlex,0.8237489648744852,6,12,6,0.5
displacement (vector),OpenAIRE,displacement (psychology),OpenAlex,0.9738659004926304,148,250,115,0.4063604240282685
entanglement witness,OpenAIRE,multipartite entanglement,OpenAlex,0.820187220715749,6,12,6,0.5
entanglement witness,OpenAIRE,squashed entanglement,OpenAlex,0.6916402675598415,6,13,6,0.4615384615384615
multipartite entanglement,OpenAIRE,squashed entanglement,OpenAlex,0.7822551425562724,8,13,7,0.5
suggested upper merged ontology,OpenAIRE,upper ontology,OpenAlex,0.8039977461556236,27,40,21,0.4565217391304347
process ontology,OpenAIRE,upper ontology,OpenAlex,0.5827998177638488,44,40,27,0.4736842105263157
autism,OpenAIRE,autism spectrum disorder,OpenAlex,0.8154622153877654,181,93,79,0.4051282051282051
gamma diversity,OpenAIRE,alpha diversity,OpenAlex,0.9999999684344556,10,11,8,0.6153846153846154
rational choice theory,OpenAIRE,rational choice theory (criminology),OpenAlex,0.5193454558380204,12,14,8,0.4444444444444444
valence (psychology),OpenAIRE,valence (chemistry),OpenAlex,0.9902961050519402,88,95,61,0.5
depression (differential diagnoses),OpenAIRE,depression (economics),OpenAlex,0.9597439040302944,97,140,79,0.5
laparoscopic surgery,OpenAIRE,laparoscopy,OpenAlex,0.8299285677062949,26,41,24,0.5581395348837209
spambot,OpenAIRE,spamming,OpenAlex,0.3736271185441003,11,21,10,0.4545454545454545
traffic flow,OpenAIRE,traffic flow (computer networking),OpenAlex,0.4781392842641014,115,95,72,0.5217391304347826
intelligibility (communication),OpenAIRE,intelligibility (philosophy),OpenAlex,0.9802201723232884,66,66,45,0.5172413793103449
mendelian randomization analysis,OpenAIRE,mendelian randomization,OpenAlex,0.9331613642226064,12,16,10,0.5555555555555556
mendelian randomization analysis,OpenAIRE,genetic variants,OpenAlex,0.6889327572237602,12,20,10,0.4545454545454545
active packaging,OpenAIRE,food packaging,OpenAlex,0.6009584940877517,8,12,8,0.6666666666666666
credit card fraud,OpenAIRE,credit card,OpenAlex,0.917039574949474,19,34,18,0.5142857142857142
sperm,OpenAIRE,sperm competition,OpenAlex,0.7491853108907258,24,40,19,0.4222222222222222
visual cryptography,OpenAIRE,secret sharing,OpenAlex,0.4601117447879302,16,24,16,0.6666666666666666
homomorphic secret sharing,OpenAIRE,secret sharing,OpenAlex,0.8778360631493082,11,24,11,0.4583333333333333
shared leadership,OpenAIRE,leadership style,OpenAlex,0.6060907920740737,56,75,42,0.4719101123595505
brand management,OpenAIRE,brand equity,OpenAlex,0.8353346737955748,64,56,42,0.5384615384615384
brand awareness,OpenAIRE,brand equity,OpenAlex,0.8309443276204862,49,56,35,0.5
brand equity,OpenAIRE,brand management,OpenAlex,0.8353346737955748,46,80,39,0.4482758620689655
brand awareness,OpenAIRE,brand management,OpenAlex,0.8382212297720069,49,80,37,0.4021739130434782
brand extension,OpenAIRE,brand awareness,OpenAlex,0.8307555689976389,29,50,24,0.4363636363636363
antimicrobial cationic peptides,OpenAIRE,antimicrobial peptides,OpenAlex,0.9321791555091896,11,10,7,0.5
magnetic particle imaging,OpenAIRE,magnetic nanoparticles,OpenAlex,0.9141709489818396,9,21,9,0.4285714285714285
priming (psychology),OpenAIRE,priming (agriculture),OpenAlex,0.9805536485581726,140,151,109,0.5989010989010989
overshoot (signal),OpenAIRE,overshoot (microwave communication),OpenAlex,0.9701738744593258,28,39,22,0.4888888888888889
port (computer networking),OpenAIRE,port (circuit theory),OpenAlex,0.9504864587021428,22,41,19,0.4318181818181818
quantitative structure-activity relationship,OpenAIRE,quantitative structure-activity relationship,OpenAlex,0.8218601578666402,102,97,66,0.4962406015037593
team composition,OpenAIRE,team effectiveness,OpenAlex,0.9208745788336988,48,57,32,0.4383561643835616
cartilage articular,OpenAIRE,cartilage,OpenAlex,0.6410199083674557,14,13,10,0.5882352941176471
cartilage articular,OpenAIRE,articular cartilage,OpenAlex,0.843420920959764,14,7,7,0.5
fractional fourier transform,OpenAIRE,discrete fourier transform (general),OpenAlex,0.3777945518157436,57,82,40,0.404040404040404
stock (geology),OpenAIRE,stock (firearms),OpenAlex,0.965172127347162,147,174,102,0.4657534246575342
authentication,OpenAIRE,authentication (law),OpenAlex,0.359044782780506,88,128,63,0.4117647058823529
suspension (vehicle),OpenAIRE,suspension (topology),OpenAlex,0.9719379755234374,30,54,27,0.4736842105263157
incipient speciation,OpenAIRE,ecological speciation,OpenAlex,0.8273696632851428,44,79,38,0.4470588235294118
ecological speciation,OpenAIRE,incipient speciation,OpenAlex,0.8273696632851428,70,46,35,0.4320987654320987
dissociation (neuropsychology),OpenAIRE,dissociation (chemistry),OpenAlex,0.9903868638146904,60,77,42,0.4421052631578947
diesel engine,OpenAIRE,turbocharger,OpenAlex,0.7688002329250713,10,7,6,0.5454545454545454
g-network,OpenAIRE,layered queueing network,OpenAlex,0.437402186322026,7,13,6,0.4285714285714285
risk management plan,OpenAIRE,it risk management,OpenAlex,0.8106053323254262,14,16,9,0.4285714285714285
coronavirus disease (covid-),OpenAIRE,severe acute respiratory syndrome coronavirus (sars-cov-),OpenAlex,0.8736265245240225,145,84,70,0.440251572327044
stroke,OpenAIRE,stroke (engine),OpenAlex,0.220045895512339,95,66,51,0.4636363636363636
spectral acceleration,OpenAIRE,peak ground acceleration,OpenAlex,0.7447432851376029,9,8,5,0.4166666666666667
residual feed intake,OpenAIRE,feed conversion ratio,OpenAlex,0.8241481598425798,8,10,8,0.8
high dynamic range,OpenAIRE,dynamic range,OpenAlex,0.8619141575760164,43,79,35,0.4022988505747126
lean software development,OpenAIRE,lean project management,OpenAlex,0.8941398696831633,13,17,9,0.4285714285714285
restricted boltzmann machine,OpenAIRE,boltzmann machine,OpenAlex,0.808994342569648,47,71,35,0.4216867469879518
desorption electrospray ionization,OpenAIRE,chemical ionization,OpenAlex,0.8940319607863126,6,7,5,0.625
histocompatibility antigens class i,OpenAIRE,mhc class i,OpenAlex,0.8964786550650196,25,26,16,0.4571428571428571
discrete sine transform,OpenAIRE,discrete hartley transform,OpenAlex,0.8511645265348071,27,23,16,0.4705882352941176
fractional fourier transform,OpenAIRE,non-uniform discrete fourier transform,OpenAlex,0.6989453852315842,57,31,26,0.4193548387096774
non-uniform discrete fourier transform,OpenAIRE,discrete-time fourier transform,OpenAlex,0.83740761642389,32,37,22,0.4680851063829787
fractional fourier transform,OpenAIRE,discrete-time fourier transform,OpenAlex,0.7532090416254642,57,37,30,0.46875
common knowledge,OpenAIRE,common knowledge (logic),OpenAlex,0.3881440483583932,28,16,13,0.4193548387096774
fundus (eye),OpenAIRE,fundus (uterus),OpenAlex,0.9273362270304868,79,91,67,0.6504854368932039
optic disk,OpenAIRE,optic disc,OpenAlex,0.8562485746663654,37,35,21,0.4117647058823529
defeasible estate,OpenAIRE,defeasible reasoning,OpenAlex,0.6086640019361118,16,23,12,0.4444444444444444
irradiance,OpenAIRE,solar irradiance,OpenAlex,0.7602182991825143,18,27,14,0.4516129032258064
second-harmonic imaging microscopy,OpenAIRE,second-harmonic generation,OpenAlex,0.8544946369191397,15,15,10,0.5
canonical correspondence analysis,OpenAIRE,canonical analysis,OpenAlex,0.9726750741861896,6,10,5,0.4545454545454545
social venture capital,OpenAIRE,venture capital,OpenAlex,0.8658975889719688,18,31,15,0.4411764705882353
english compound,OpenAIRE,compound,OpenAlex,0.8198514827738248,8,12,6,0.4285714285714285
right bundle branch block,OpenAIRE,left bundle branch block,OpenAlex,0.8958899997332609,12,9,8,0.6153846153846154
inattentional blindness,OpenAIRE,change blindness,OpenAlex,0.8199093217715806,15,21,13,0.5652173913043478
dna transposable elements,OpenAIRE,transposable element,OpenAlex,0.7370450128305928,41,42,29,0.5370370370370371
basal cell carcinoma,OpenAIRE,basal cell,OpenAlex,0.9594539887253892,9,11,7,0.5384615384615384
cohesion (linguistics),OpenAIRE,cohesion (chemistry),OpenAlex,0.98383142394248,32,62,27,0.4029850746268656
kinetic resolution,OpenAIRE,enantioselective synthesis,OpenAlex,0.7528613680941887,22,42,21,0.4883720930232558
tachycardia,OpenAIRE,ventricular tachycardia,OpenAlex,0.9271273624061948,10,6,5,0.4545454545454545
center of pressure (terrestrial locomotion),OpenAIRE,center of pressure (fluid mechanics),OpenAlex,0.9696158094979964,18,31,16,0.4848484848484848
spark (mathematics),OpenAIRE,spark (programming language),OpenAlex,0.9602023289220958,13,25,11,0.4074074074074074
holobiont,OpenAIRE,symbiosis,OpenAlex,0.6629926703709115,6,13,6,0.4615384615384615
ray tracing (graphics),OpenAIRE,ray tracing (physics),OpenAlex,0.981300832336266,36,27,23,0.575
peppered moth,OpenAIRE,melanism,OpenAlex,0.1507611057133006,6,7,6,0.8571428571428571
paraxial mesoderm,OpenAIRE,mesoderm,OpenAlex,0.878798784159725,15,16,13,0.7222222222222222
paraxial mesoderm,OpenAIRE,embryonic stem cell,OpenAlex,0.5773939436489501,15,23,13,0.52
vernier acuity,OpenAIRE,vernier scale,OpenAlex,0.5532801573914676,18,21,13,0.5
objectivity (science),OpenAIRE,objectivity (philosophy),OpenAlex,0.98558440425534,32,36,21,0.4468085106382978
hearing aids,OpenAIRE,hearing aid,OpenAlex,0.7579624263280833,20,15,11,0.4583333333333333
optimal stopping,OpenAIRE,stopping time,OpenAlex,0.6521328518067812,7,6,4,0.4444444444444444
nephropathy,OpenAIRE,contrast-induced nephropathy,OpenAlex,0.536923992364453,8,10,7,0.6363636363636364
nephrotoxicity,OpenAIRE,contrast-induced nephropathy,OpenAlex,0.547983150541303,8,10,6,0.5
entrainment (chronobiology),OpenAIRE,entrainment (biomusicology),OpenAlex,0.9788377940186972,14,24,12,0.4615384615384615
integrated pest management,OpenAIRE,pest analysis,OpenAlex,0.8321980138127787,16,19,11,0.4583333333333333
flocking (behavior),OpenAIRE,flocking (texture),OpenAlex,0.9663099079191182,30,32,25,0.6756756756756757
frequency standard,OpenAIRE,allan variance,OpenAlex,0.5692113786689695,6,11,5,0.4166666666666667
open-end fund,OpenAIRE,mutual fund,OpenAlex,0.5408224371456786,6,12,6,0.5
programmed cell death,OpenAIRE,apoptosis,OpenAlex,0.5394490842148065,12,16,9,0.4736842105263157
probiotics,OpenAIRE,probiotic,OpenAlex,0.934421421400774,7,8,6,0.6666666666666666
quantum byzantine agreement,OpenAIRE,byzantine fault tolerance,OpenAlex,0.6185426138820561,9,15,7,0.4117647058823529
diverticulitis colonic,OpenAIRE,diverticulitis,OpenAlex,0.6759781157309421,6,7,5,0.625
reset (computing),OpenAIRE,reset (finance),OpenAlex,0.9788512126599976,16,22,11,0.4074074074074074
wnt proteins,OpenAIRE,wnt signaling pathway,OpenAlex,0.8491482633839629,6,6,4,0.5
traffic sign recognition,OpenAIRE,traffic sign,OpenAlex,0.9209562921000902,16,18,12,0.5454545454545454
cardiopulmonary resuscitation,OpenAIRE,resuscitation,OpenAlex,0.8907277528382258,4,6,3,0.4285714285714285
mutual fund,OpenAIRE,open-end fund,OpenAlex,0.5408224371456786,13,7,6,0.4285714285714285
uncanny valley,OpenAIRE,uncanny,OpenAlex,0.5593189284041389,11,10,7,0.5
riccati equation,OpenAIRE,algebraic riccati equation,OpenAlex,0.9078843593085436,49,35,26,0.4482758620689655
exposure therapy,OpenAIRE,virtual reality exposure therapy,OpenAlex,0.8654483590080477,12,13,8,0.4705882352941176
neuroradiology,OpenAIRE,neurology,OpenAlex,0.9999999645202712,27,34,18,0.4186046511627907
huntington disease,OpenAIRE,huntington's disease,OpenAlex,0.6550156351848196,10,8,7,0.6363636363636364
critical point (thermodynamics),OpenAIRE,critical point (mathematics),OpenAlex,0.986922608171751,28,29,17,0.425
lymph nodes,OpenAIRE,lymph node,OpenAlex,0.9583957029327436,9,7,6,0.6
fluorescence resonance energy transfer,OpenAIRE,forster resonance energy transfer,OpenAlex,0.971635249603603,7,10,5,0.4166666666666667
codon,OpenAIRE,codon usage bias,OpenAlex,0.7853175450770788,58,56,36,0.4615384615384615
deflection (engineering),OpenAIRE,deflection (physics),OpenAlex,0.986317664179221,31,40,21,0.42
cochlear implants,OpenAIRE,cochlear implant,OpenAlex,0.9775932954938572,29,34,24,0.6153846153846154
photoactivated localization microscopy,OpenAIRE,super-resolution microscopy,OpenAlex,0.7410111937302432,20,31,15,0.4166666666666667
nodule (medicine),OpenAIRE,nodule (geology),OpenAlex,0.9759064643792382,15,19,10,0.4166666666666667
density dependence,OpenAIRE,population density,OpenAlex,0.8549002423024852,10,10,6,0.4285714285714285
polyacrylamide gel electrophoresis,OpenAIRE,polyacrylamide,OpenAlex,0.8592212716385306,13,12,8,0.4705882352941176
helix,OpenAIRE,snail,OpenAlex,0.121304618497041,18,16,10,0.4166666666666667
fundamental matrix (computer vision),OpenAIRE,fundamental matrix (linear differential equation),OpenAlex,0.9393738272174804,13,19,10,0.4545454545454545
electronic filter topology,OpenAIRE,voltage-controlled filter,OpenAlex,0.7262633347322458,11,8,6,0.4615384615384615
abandonment (emotional),OpenAIRE,abandonment (legal),OpenAlex,0.9638090090034888,7,12,6,0.4615384615384615
nanopores,OpenAIRE,nanopore sequencing,OpenAlex,0.7171922863566862,7,9,5,0.4545454545454545
switched reluctance motor,OpenAIRE,reluctance motor,OpenAlex,0.9230814557087428,39,22,20,0.4878048780487805
indoor positioning system,OpenAIRE,hybrid positioning system,OpenAlex,0.8927579416933383,7,12,6,0.4615384615384615
synchrotron radiation,OpenAIRE,synchrotron,OpenAlex,0.9035616187311756,21,22,13,0.4333333333333333
nest,OpenAIRE,nest (protein structural motif),OpenAlex,0.1968774370292423,24,33,17,0.425
hospitality,OpenAIRE,hospitality industry,OpenAlex,0.8431778956466416,30,41,22,0.4489795918367347
neuroradiology,OpenAIRE,interventional radiology,OpenAlex,0.8802356879157958,27,18,13,0.40625
privilege (social inequality),OpenAIRE,privilege (computing),OpenAlex,0.936307821474248,18,26,16,0.5714285714285714
telomerase,OpenAIRE,telomere,OpenAlex,0.7662420239155888,8,8,6,0.6
hardening (metallurgy),OpenAIRE,hardening (computing),OpenAlex,0.9644240749002032,12,22,11,0.4782608695652174
digital tomosynthesis mammography,OpenAIRE,tomosynthesis,OpenAlex,0.7612142233598806,6,7,4,0.4444444444444444
consistency model,OpenAIRE,sequential consistency,OpenAlex,0.7952122064749271,20,19,13,0.5
wolfe conditions,OpenAIRE,derivation of the conjugate gradient method,OpenAlex,0.4988175374839004,6,11,5,0.4166666666666667
attention deficit disorder with hyperactivity,OpenAIRE,attention deficit hyperactivity disorder,OpenAlex,0.9420988094272452,46,27,22,0.4313725490196078
sigmoid diseases,OpenAIRE,sigmoid colon,OpenAlex,0.7495443661638992,4,6,3,0.4285714285714285
semiparametric model,OpenAIRE,semiparametric regression,OpenAlex,0.8377930902291129,18,28,14,0.4375
propositional variable,OpenAIRE,well-formed formula,OpenAlex,0.612114700500552,13,8,7,0.5
terror management theory,OpenAIRE,mortality salience,OpenAlex,0.6888520026122357,10,6,5,0.4545454545454545
anterior cruciate ligament injuries,OpenAIRE,anterior cruciate ligament,OpenAlex,0.9374512216792664,5,6,4,0.5714285714285714
quality function deployment,OpenAIRE,value engineering,OpenAlex,0.7694939464693463,30,16,14,0.4375
hierarchical structure of the big five,OpenAIRE,alternative five model of personality,OpenAlex,0.878684244802056,7,9,5,0.4545454545454545
bounding volume hierarchy,OpenAIRE,bounding volume,OpenAlex,0.9465163031034582,8,9,5,0.4166666666666667
antiparallel (biochemistry),OpenAIRE,antiparallel (mathematics),OpenAlex,0.9925118091405636,6,9,6,0.6666666666666666
subthalamic nucleus,OpenAIRE,deep brain stimulation,OpenAlex,0.6228332208454339,10,18,9,0.4736842105263157
critical illness,OpenAIRE,critically ill,OpenAlex,0.5691907265849584,12,8,7,0.5384615384615384
maximum cut,OpenAIRE,minimum cut,OpenAlex,0.9629217505710234,9,11,6,0.4285714285714285
directed evolution,OpenAIRE,directed molecular evolution,OpenAlex,0.9394300658414968,21,19,14,0.5384615384615384
peer assessment,OpenAIRE,peer evaluation,OpenAlex,0.9794220043970094,18,11,9,0.45
permeability (earth sciences),OpenAIRE,permeability (electromagnetism),OpenAlex,0.9485303204230072,11,20,10,0.4761904761904761
enterprise information system,OpenAIRE,enterprise systems engineering,OpenAlex,0.8864456618667766,6,6,4,0.5
phosphatidylcholine,OpenAIRE,phospholipid,OpenAlex,0.6165838492532236,7,10,5,0.4166666666666667
myotonic dystrophy,OpenAIRE,myotonia,OpenAlex,0.9440370358462482,13,6,6,0.4615384615384615
pseudo amino acid composition,OpenAIRE,dipeptide,OpenAlex,0.7117434371070462,25,27,16,0.4444444444444444
molding (process),OpenAIRE,molding (decorative),OpenAlex,0.9677252357761148,7,6,5,0.625
glare (vision),OpenAIRE,glare,OpenAlex,0.5438680890936545,7,14,7,0.5
round-robin scheduling,OpenAIRE,two-level scheduling,OpenAlex,0.7471622662081825,8,10,7,0.6363636363636364
dengue virus,OpenAIRE,dengue fever,OpenAlex,0.7383220567057872,9,10,7,0.5833333333333334
